layer	source	target	run	dist1	dist2	dist3	dist4	dist5	dist6-7	dist8-10	dist10-
2	en	ru	1	0.878314446	0.8765364153	0.8653911855	0.8109090909	0.8139281828	0.8005725191	0.7983539095	0.8606965174
2	en	zh	1	0.8788645616	0.8774536782	0.8609497779	0.8278787879	0.8139281828	0.7986641221	0.8161865569	0.8665008292
2	en	en	1	0.8256133788	0.7853604843	0.7482063546	0.6660606061	0.6528835691	0.6278625954	0.6364883402	0.7155887231
3	en	ar	1	0.9047199912	0.9013025133	0.8944311582	0.8351515152	0.8411316649	0.8291984733	0.8065843621	0.8673300166
3	en	es	1	0.9082407306	0.9051550174	0.8893064571	0.8581818182	0.8411316649	0.8358778626	0.8436213992	0.8623548922
3	en	fr	1	0.903509737	0.8983672721	0.8787154083	0.8375757576	0.8313384113	0.8062977099	0.8271604938	0.8474295191
3	en	ru	1	0.8911871493	0.892313337	0.8817902289	0.8357575758	0.8171926007	0.8139312977	0.8134430727	0.8656716418
3	en	zh	1	0.8928374959	0.8934140525	0.8834984626	0.8363636364	0.8335146899	0.8263358779	0.8449931413	0.8739635158
3	en	en	1	0.8149411376	0.7871950101	0.7468397677	0.6739393939	0.6648531012	0.6660305344	0.6803840878	0.7686567164
4	en	ar	1	0.9087908461	0.9134103834	0.9067304407	0.8618181818	0.8639825898	0.8597328244	0.8614540466	0.8897180763
4	en	es	1	0.9084607768	0.9119427628	0.9036556201	0.8660606061	0.8672470076	0.8616412214	0.853223594	0.8764510779
4	en	fr	1	0.906590384	0.9097413319	0.8954560984	0.8666666667	0.8596300326	0.8606870229	0.8710562414	0.8772802653
4	en	ru	1	0.8923974035	0.8917629793	0.8886231636	0.8684848485	0.8498367791	0.8339694656	0.8491083676	0.8822553897
4	en	zh	1	0.8904169876	0.8945147679	0.88691493	0.8581818182	0.8367791077	0.8482824427	0.8477366255	0.8706467662
4	en	en	1	0.8217625701	0.8279214823	0.8120942945	0.7618181818	0.7388465724	0.6984732824	0.7256515775	0.7860696517
0	en	ar	2	0.8116404445	0.7152815997	0.6791937137	0.6260606061	0.5810663765	0.5639312977	0.5651577503	0.6616915423
0	en	es	2	0.8071294972	0.7172995781	0.6884181756	0.6375757576	0.59085963	0.5620229008	0.5829903978	0.6873963516
0	en	fr	2	0.8113103752	0.7224362502	0.6873932354	0.6193939394	0.5919477693	0.5572519084	0.5651577503	0.692371476
0	en	ru	2	0.8141709759	0.7174830306	0.6805603006	0.6121212121	0.5832426551	0.5572519084	0.5775034294	0.6807628524
0	en	zh	2	0.8105402134	0.7196844616	0.690468056	0.6218181818	0.5897714908	0.5715648855	0.573388203	0.6857379768
0	en	en	2	0.7690615029	0.6611630893	0.6299965835	0.556969697	0.5386289445	0.5124045802	0.5336076818	0.6616915423
1	en	ar	2	0.8981186049	0.88754357	0.8527502562	0.7896969697	0.7584330794	0.7576335878	0.7448559671	0.7968490879
1	en	es	2	0.8960281659	0.891029169	0.8718824735	0.8084848485	0.7845484222	0.7958015267	0.7668038409	0.8192371476
1	en	fr	2	0.8856859941	0.8644285452	0.8360095661	0.7648484848	0.7453754081	0.7270992366	0.7201646091	0.78026534
1	en	ru	2	0.8798547695	0.8725004586	0.8616330714	0.7957575758	0.7725788901	0.7709923664	0.7668038409	0.8043117745
1	en	zh	2	0.8820552316	0.8774536782	0.8541168432	0.7957575758	0.7889009793	0.7566793893	0.7640603567	0.8208955224
1	en	en	2	0.8200022005	0.7782058338	0.7283908439	0.6575757576	0.6245919478	0.590648855	0.6282578875	0.7023217247
2	en	ar	2	0.8970183739	0.891029169	0.8787154083	0.8309090909	0.8248095756	0.8282442748	0.8134430727	0.855721393
2	en	es	2	0.8999889977	0.892313337	0.8732490605	0.8345454545	0.8226332971	0.8158396947	0.8106995885	0.8391376451
2	en	fr	2	0.8962482121	0.8862594019	0.8701742398	0.8139393939	0.8095756257	0.784351145	0.7901234568	0.8233830846
2	en	ru	2	0.8754538453	0.8754356999	0.8633413051	0.8163636364	0.810663765	0.8015267176	0.8106995885	0.8590381426
2	en	zh	2	0.8786445153	0.8765364153	0.8609497779	0.823030303	0.8182807399	0.8177480916	0.8257887517	0.8606965174
2	en	en	2	0.8250632633	0.7877453678	0.7454731807	0.6781818182	0.668117519	0.6440839695	0.6433470508	0.7189054726
3	en	ar	2	0.8987787435	0.8998348927	0.8889648104	0.8327272727	0.8335146899	0.8358778626	0.8161865569	0.8615257048
3	en	es	2	0.906590384	0.9020363236	0.8862316365	0.8581818182	0.8487486398	0.8263358779	0.8367626886	0.868159204
3	en	fr	2	0.905600176	0.9014859659	0.8752989409	0.8284848485	0.8248095756	0.8148854962	0.8148148148	0.8532338308
3	en	ru	2	0.8905270107	0.8902953587	0.8787154083	0.8381818182	0.8269858542	0.8139312977	0.8216735254	0.8689883914
3	en	zh	2	0.891957311	0.8937809576	0.8766655278	0.8327272727	0.8313384113	0.8301526718	0.8299039781	0.872305141
3	en	en	2	0.8113103752	0.7980187122	0.7533310557	0.6739393939	0.6648531012	0.6622137405	0.6817558299	0.7645107794
4	en	ar	2	0.9028495984	0.9071729958	0.9026306799	0.8466666667	0.8618063112	0.8463740458	0.8628257888	0.872305141
4	en	es	2	0.9070304764	0.9128600257	0.905022207	0.8721212121	0.8585418934	0.8606870229	0.8628257888	0.8764510779
4	en	fr	2	0.907690615	0.908824069	0.9009224462	0.8684848485	0.8585418934	0.8482824427	0.8669410151	0.8822553897
4	en	ru	2	0.8954780504	0.8939644102	0.8845234028	0.8581818182	0.8628944505	0.8301526718	0.8477366255	0.872305141
4	en	zh	2	0.8930575421	0.893597505	0.885548343	0.8636363636	0.8509249184	0.8425572519	0.8449931413	0.8648424544
4	en	en	2	0.823742986	0.8209502844	0.8042364195	0.7551515152	0.7399347116	0.6898854962	0.7187928669	0.7877280265
0	en	ar	3	0.8154912532	0.7231700605	0.6843184148	0.6206060606	0.5832426551	0.5620229008	0.5651577503	0.6658374793
0	en	es	3	0.814280999	0.7127132636	0.6897847626	0.6224242424	0.5734494015	0.5610687023	0.5843621399	0.679933665
0	en	fr	3	0.8170315766	0.7154650523	0.6785104202	0.6212121212	0.5930359086	0.5667938931	0.5720164609	0.6956882255
